order_id,arrival_time,item_id,pick_point_id
1,4,9-18-right-item,9-18
1,4,3-12-left-item,3-12
1,4,2-14-right-item,2-14
1,4,7-7-right-item,7-7
1,4,6-7-right-item,6-7
2,88,6-3-right-item,6-3
2,88,5-16-right-item,5-16
2,88,5-13-right-item,5-13
2,88,5-8-left-item,5-8
2,88,1-4-right-item,1-4
3,249,5-11-right-item,5-11
3,249,8-1-left-item,8-1
3,249,4-10-right-item,4-10
3,249,3-13-right-item,3-13
3,249,5-12-right-item,5-12
4,267,4-19-right-item,4-19
4,267,8-19-left-item,8-19
4,267,1-16-right-item,1-16
4,267,9-18-left-item,9-18
4,267,6-4-left-item,6-4
5,331,1-5-left-item,1-5
5,331,3-12-left-item,3-12
5,331,7-19-left-item,7-19
5,331,1-4-right-item,1-4
5,331,3-10-right-item,3-10
6,438,1-16-right-item,1-16
6,438,4-9-right-item,4-9
6,438,7-11-left-item,7-11
6,438,9-6-left-item,9-6
6,438,9-17-left-item,9-17
7,543,2-7-right-item,2-7
7,543,2-19-right-item,2-19
7,543,4-13-right-item,4-13
7,543,3-15-left-item,3-15
7,543,7-1-right-item,7-1
8,566,5-17-right-item,5-17
8,566,2-1-right-item,2-1
8,566,5-19-left-item,5-19
8,566,9-17-left-item,9-17
8,566,6-6-left-item,6-6
9,567,5-19-right-item,5-19
9,567,4-6-right-item,4-6
9,567,3-5-right-item,3-5
9,567,6-9-right-item,6-9
9,567,2-1-right-item,2-1
10,618,3-15-right-item,3-15
10,618,9-7-left-item,9-7
10,618,1-15-right-item,1-15
10,618,4-17-left-item,4-17
10,618,5-1-right-item,5-1
11,654,1-20-left-item,1-20
11,654,8-5-left-item,8-5
11,654,9-12-left-item,9-12
11,654,8-7-right-item,8-7
11,654,8-12-right-item,8-12
12,754,9-7-right-item,9-7
12,754,3-3-left-item,3-3
12,754,1-7-right-item,1-7
12,754,7-20-right-item,7-20
12,754,3-19-left-item,3-19
13,789,4-7-right-item,4-7
13,789,8-16-left-item,8-16
13,789,9-8-right-item,9-8
13,789,8-8-left-item,8-8
13,789,4-18-right-item,4-18
14,809,5-7-left-item,5-7
14,809,1-15-right-item,1-15
14,809,5-3-right-item,5-3
14,809,6-11-left-item,6-11
14,809,8-9-left-item,8-9
15,881,8-14-left-item,8-14
15,881,2-1-right-item,2-1
15,881,9-8-left-item,9-8
15,881,4-1-left-item,4-1
15,881,2-2-left-item,2-2
16,888,2-1-left-item,2-1
16,888,9-7-right-item,9-7
16,888,3-1-left-item,3-1
16,888,7-4-left-item,7-4
16,888,8-8-right-item,8-8
17,917,2-12-left-item,2-12
17,917,8-13-left-item,8-13
17,917,8-17-left-item,8-17
17,917,6-5-right-item,6-5
17,917,6-18-right-item,6-18
18,1018,4-16-right-item,4-16
18,1018,8-7-left-item,8-7
18,1018,3-20-left-item,3-20
18,1018,6-8-right-item,6-8
18,1018,5-2-right-item,5-2
19,1019,5-14-left-item,5-14
19,1019,1-15-right-item,1-15
19,1019,2-10-left-item,2-10
19,1019,3-17-left-item,3-17
19,1019,2-14-right-item,2-14
20,1057,5-8-right-item,5-8
20,1057,7-13-right-item,7-13
20,1057,5-13-right-item,5-13
20,1057,6-18-right-item,6-18
20,1057,2-1-right-item,2-1
21,1064,4-7-left-item,4-7
21,1064,4-6-left-item,4-6
21,1064,5-16-right-item,5-16
21,1064,3-20-right-item,3-20
21,1064,2-17-right-item,2-17
22,1081,7-12-left-item,7-12
22,1081,6-7-left-item,6-7
22,1081,4-9-right-item,4-9
22,1081,3-13-left-item,3-13
22,1081,8-10-right-item,8-10
23,1103,8-1-right-item,8-1
23,1103,2-10-left-item,2-10
23,1103,3-15-right-item,3-15
23,1103,8-11-left-item,8-11
23,1103,7-15-left-item,7-15
24,1195,6-4-left-item,6-4
24,1195,2-3-right-item,2-3
24,1195,3-1-left-item,3-1
24,1195,6-13-left-item,6-13
24,1195,4-12-left-item,4-12
25,1217,4-14-left-item,4-14
25,1217,1-2-right-item,1-2
25,1217,5-15-left-item,5-15
25,1217,7-19-left-item,7-19
25,1217,6-12-left-item,6-12
26,1260,4-12-right-item,4-12
26,1260,6-14-right-item,6-14
26,1260,9-15-left-item,9-15
26,1260,4-18-right-item,4-18
26,1260,8-14-left-item,8-14
27,1269,4-1-right-item,4-1
27,1269,8-17-left-item,8-17
27,1269,1-12-left-item,1-12
27,1269,2-16-right-item,2-16
27,1269,9-11-right-item,9-11
28,1312,1-5-right-item,1-5
28,1312,5-3-right-item,5-3
28,1312,2-12-right-item,2-12
28,1312,3-18-left-item,3-18
28,1312,9-19-right-item,9-19
29,1371,5-4-right-item,5-4
29,1371,5-14-left-item,5-14
29,1371,1-16-right-item,1-16
29,1371,9-9-left-item,9-9
29,1371,1-12-left-item,1-12
30,1453,9-10-right-item,9-10
30,1453,7-19-left-item,7-19
30,1453,8-17-left-item,8-17
30,1453,5-18-left-item,5-18
30,1453,5-8-right-item,5-8
31,1462,3-3-left-item,3-3
31,1462,6-3-right-item,6-3
31,1462,7-16-right-item,7-16
31,1462,9-13-left-item,9-13
31,1462,4-18-left-item,4-18
32,1575,5-6-left-item,5-6
32,1575,5-20-right-item,5-20
32,1575,4-19-right-item,4-19
32,1575,5-9-right-item,5-9
32,1575,8-7-right-item,8-7
33,1632,7-9-right-item,7-9
33,1632,9-2-left-item,9-2
33,1632,4-14-left-item,4-14
33,1632,1-11-right-item,1-11
33,1632,3-20-right-item,3-20
34,1741,5-4-left-item,5-4
34,1741,6-1-right-item,6-1
34,1741,9-6-right-item,9-6
34,1741,9-15-right-item,9-15
34,1741,3-7-left-item,3-7
35,1741,1-5-right-item,1-5
35,1741,3-11-right-item,3-11
35,1741,9-9-right-item,9-9
35,1741,1-6-right-item,1-6
35,1741,7-14-left-item,7-14
36,1830,4-3-left-item,4-3
36,1830,3-6-left-item,3-6
36,1830,3-3-left-item,3-3
36,1830,5-1-right-item,5-1
36,1830,5-10-right-item,5-10
37,1883,6-4-right-item,6-4
37,1883,8-10-right-item,8-10
37,1883,4-11-right-item,4-11
37,1883,5-13-right-item,5-13
37,1883,5-1-right-item,5-1
38,1941,2-19-right-item,2-19
38,1941,8-10-left-item,8-10
38,1941,5-14-left-item,5-14
38,1941,1-13-right-item,1-13
38,1941,6-11-left-item,6-11
39,2009,3-1-left-item,3-1
39,2009,2-5-right-item,2-5
39,2009,9-9-right-item,9-9
39,2009,5-6-right-item,5-6
39,2009,7-20-right-item,7-20
40,2114,3-2-right-item,3-2
40,2114,7-18-left-item,7-18
40,2114,3-1-left-item,3-1
40,2114,4-12-right-item,4-12
40,2114,5-20-left-item,5-20
41,2129,3-14-right-item,3-14
41,2129,1-3-left-item,1-3
41,2129,9-19-right-item,9-19
41,2129,3-5-left-item,3-5
41,2129,7-19-right-item,7-19
42,2247,6-7-right-item,6-7
42,2247,2-19-right-item,2-19
42,2247,6-20-left-item,6-20
42,2247,5-2-left-item,5-2
42,2247,6-18-left-item,6-18
43,2368,8-10-right-item,8-10
43,2368,1-7-left-item,1-7
43,2368,3-19-left-item,3-19
43,2368,7-10-left-item,7-10
43,2368,5-5-left-item,5-5
44,2489,5-7-left-item,5-7
44,2489,9-3-right-item,9-3
44,2489,8-16-right-item,8-16
44,2489,4-17-right-item,4-17
44,2489,3-4-right-item,3-4
45,2548,4-17-right-item,4-17
45,2548,1-6-right-item,1-6
45,2548,5-9-right-item,5-9
45,2548,8-3-right-item,8-3
45,2548,1-14-right-item,1-14
46,2674,9-4-right-item,9-4
46,2674,6-9-right-item,6-9
46,2674,7-13-right-item,7-13
46,2674,3-3-right-item,3-3
46,2674,9-1-left-item,9-1
47,2821,6-9-left-item,6-9
47,2821,5-19-left-item,5-19
47,2821,2-10-left-item,2-10
47,2821,5-4-left-item,5-4
47,2821,1-4-right-item,1-4
48,2851,9-5-left-item,9-5
48,2851,9-20-right-item,9-20
48,2851,6-13-right-item,6-13
48,2851,2-4-left-item,2-4
48,2851,1-10-right-item,1-10
49,2938,4-1-left-item,4-1
49,2938,2-6-left-item,2-6
49,2938,4-16-left-item,4-16
49,2938,5-10-left-item,5-10
49,2938,2-7-right-item,2-7
50,3144,7-2-right-item,7-2
50,3144,3-13-left-item,3-13
50,3144,3-16-left-item,3-16
50,3144,5-15-left-item,5-15
50,3144,8-9-left-item,8-9
51,3144,6-18-left-item,6-18
51,3144,2-1-left-item,2-1
51,3144,3-8-left-item,3-8
51,3144,3-13-left-item,3-13
51,3144,6-14-right-item,6-14
52,3218,4-7-left-item,4-7
52,3218,5-3-right-item,5-3
52,3218,3-11-left-item,3-11
52,3218,1-15-right-item,1-15
52,3218,4-6-left-item,4-6
