order_id,arrival_time,item_id,pick_point_id
1,18,7-13-right-item,7-13
1,18,7-16-left-item,7-16
1,18,8-8-left-item,8-8
1,18,4-15-right-item,4-15
1,18,5-11-right-item,5-11
2,139,1-9-right-item,1-9
2,139,3-9-left-item,3-9
2,139,4-10-right-item,4-10
2,139,1-19-left-item,1-19
2,139,1-12-left-item,1-12
3,172,4-19-left-item,4-19
3,172,2-5-left-item,2-5
3,172,4-10-right-item,4-10
3,172,4-9-left-item,4-9
3,172,6-1-left-item,6-1
4,185,4-14-right-item,4-14
4,185,5-17-right-item,5-17
4,185,3-20-left-item,3-20
4,185,5-19-right-item,5-19
4,185,8-18-left-item,8-18
5,204,2-5-right-item,2-5
5,204,6-12-left-item,6-12
5,204,6-6-left-item,6-6
5,204,9-12-right-item,9-12
5,204,2-18-right-item,2-18
6,207,3-10-right-item,3-10
6,207,6-7-left-item,6-7
6,207,5-7-right-item,5-7
6,207,2-1-left-item,2-1
6,207,8-18-right-item,8-18
7,208,6-8-right-item,6-8
7,208,3-12-right-item,3-12
7,208,6-13-left-item,6-13
7,208,1-20-right-item,1-20
7,208,8-15-right-item,8-15
8,208,8-8-right-item,8-8
8,208,6-8-right-item,6-8
8,208,5-4-left-item,5-4
8,208,9-16-left-item,9-16
8,208,2-17-left-item,2-17
9,261,2-1-right-item,2-1
9,261,2-2-left-item,2-2
9,261,1-2-left-item,1-2
9,261,4-5-left-item,4-5
9,261,7-13-left-item,7-13
10,266,4-8-left-item,4-8
10,266,4-2-left-item,4-2
10,266,1-2-right-item,1-2
10,266,8-4-left-item,8-4
10,266,1-1-right-item,1-1
11,280,9-17-right-item,9-17
11,280,5-18-left-item,5-18
11,280,5-1-right-item,5-1
11,280,3-16-right-item,3-16
11,280,7-16-left-item,7-16
12,283,6-2-left-item,6-2
12,283,4-14-left-item,4-14
12,283,4-6-left-item,4-6
12,283,8-18-left-item,8-18
12,283,9-8-right-item,9-8
13,301,6-2-right-item,6-2
13,301,6-5-left-item,6-5
13,301,1-19-left-item,1-19
13,301,5-6-left-item,5-6
13,301,5-13-left-item,5-13
14,327,7-5-right-item,7-5
14,327,9-17-left-item,9-17
14,327,8-8-right-item,8-8
14,327,1-13-right-item,1-13
14,327,5-18-right-item,5-18
15,337,3-12-right-item,3-12
15,337,9-1-left-item,9-1
15,337,2-15-left-item,2-15
15,337,6-8-right-item,6-8
15,337,6-1-right-item,6-1
16,399,1-8-right-item,1-8
16,399,6-6-right-item,6-6
16,399,5-2-left-item,5-2
16,399,1-9-right-item,1-9
16,399,7-14-left-item,7-14
17,410,1-1-right-item,1-1
17,410,3-16-right-item,3-16
17,410,3-11-left-item,3-11
