order_id,arrival_time,item_id,pick_point_id
1,49,4-7-right-item,4-7
1,49,4-2-left-item,4-2
1,49,8-17-right-item,8-17
1,49,6-20-left-item,6-20
1,49,9-20-right-item,9-20
2,123,2-3-left-item,2-3
2,123,7-4-right-item,7-4
2,123,8-6-right-item,8-6
2,123,1-1-left-item,1-1
2,123,5-5-right-item,5-5
3,172,1-13-left-item,1-13
3,172,9-17-left-item,9-17
3,172,6-12-right-item,6-12
3,172,3-12-left-item,3-12
3,172,2-6-right-item,2-6
4,205,7-2-right-item,7-2
4,205,1-16-right-item,1-16
4,205,1-7-right-item,1-7
4,205,1-6-left-item,1-6
4,205,7-1-left-item,7-1
5,304,2-11-left-item,2-11
5,304,9-17-left-item,9-17
5,304,9-12-left-item,9-12
5,304,1-4-right-item,1-4
5,304,6-16-right-item,6-16
6,308,9-13-left-item,9-13
6,308,5-12-right-item,5-12
6,308,3-6-right-item,3-6
6,308,9-1-left-item,9-1
6,308,4-15-left-item,4-15
7,316,5-19-left-item,5-19
7,316,2-6-left-item,2-6
7,316,9-5-left-item,9-5
7,316,4-19-left-item,4-19
7,316,6-4-left-item,6-4
8,332,9-15-right-item,9-15
8,332,3-13-right-item,3-13
8,332,4-10-left-item,4-10
8,332,3-8-left-item,3-8
8,332,2-16-left-item,2-16
9,367,9-12-right-item,9-12
9,367,7-9-left-item,7-9
9,367,2-6-left-item,2-6
9,367,6-10-left-item,6-10
9,367,6-14-right-item,6-14
10,388,6-18-right-item,6-18
10,388,1-19-left-item,1-19
10,388,8-12-right-item,8-12
10,388,1-1-left-item,1-1
10,388,5-2-right-item,5-2
11,450,7-10-left-item,7-10
11,450,3-14-right-item,3-14
11,450,2-2-right-item,2-2
11,450,6-20-right-item,6-20
11,450,7-16-right-item,7-16
12,452,8-7-left-item,8-7
12,452,4-6-left-item,4-6
12,452,1-12-left-item,1-12
12,452,5-20-right-item,5-20
12,452,2-20-left-item,2-20
13,489,4-3-left-item,4-3
13,489,4-13-right-item,4-13
13,489,8-5-right-item,8-5
13,489,4-3-right-item,4-3
13,489,9-6-right-item,9-6
14,494,1-15-right-item,1-15
14,494,5-10-right-item,5-10
14,494,9-2-left-item,9-2
14,494,3-6-left-item,3-6
14,494,9-12-left-item,9-12
15,548,8-18-right-item,8-18
15,548,3-17-left-item,3-17
15,548,5-10-right-item,5-10
15,548,9-2-right-item,9-2
15,548,4-17-right-item,4-17
16,660,7-14-right-item,7-14
16,660,5-1-right-item,5-1
16,660,1-16-left-item,1-16
16,660,6-5-right-item,6-5
16,660,9-3-right-item,9-3
17,666,6-9-right-item,6-9
17,666,8-2-right-item,8-2
17,666,8-5-right-item,8-5
17,666,2-7-left-item,2-7
17,666,1-19-right-item,1-19
18,666,4-11-right-item,4-11
18,666,6-17-left-item,6-17
18,666,3-9-right-item,3-9
18,666,9-9-left-item,9-9
18,666,9-18-left-item,9-18
19,785,1-18-left-item,1-18
19,785,2-7-left-item,2-7
19,785,5-3-left-item,5-3
19,785,7-10-right-item,7-10
19,785,4-10-left-item,4-10
20,854,1-14-right-item,1-14
20,854,2-2-right-item,2-2
20,854,5-4-right-item,5-4
20,854,9-11-right-item,9-11
20,854,8-20-left-item,8-20
21,862,3-18-right-item,3-18
21,862,3-1-left-item,3-1
21,862,9-14-left-item,9-14
21,862,9-6-left-item,9-6
