order_id,arrival_time,item_id,pick_point_id
1,68,7-13-right-item,7-13
1,68,6-7-right-item,6-7
1,68,9-19-left-item,9-19
1,68,1-20-left-item,1-20
1,68,8-15-left-item,8-15
2,160,6-5-right-item,6-5
2,160,1-20-left-item,1-20
2,160,5-1-right-item,5-1
2,160,4-10-left-item,4-10
2,160,3-11-left-item,3-11
3,164,8-2-left-item,8-2
3,164,7-19-left-item,7-19
3,164,5-17-right-item,5-17
3,164,3-19-right-item,3-19
3,164,1-15-right-item,1-15
4,247,5-4-right-item,5-4
4,247,7-14-left-item,7-14
4,247,3-2-left-item,3-2
4,247,5-7-right-item,5-7
4,247,3-2-right-item,3-2
5,404,7-8-right-item,7-8
5,404,7-6-left-item,7-6
5,404,1-18-right-item,1-18
5,404,3-18-right-item,3-18
5,404,4-17-right-item,4-17
6,440,3-15-right-item,3-15
6,440,7-8-right-item,7-8
6,440,4-12-left-item,4-12
6,440,4-17-left-item,4-17
6,440,6-1-right-item,6-1
7,512,2-2-right-item,2-2
7,512,9-11-right-item,9-11
7,512,2-17-right-item,2-17
7,512,5-15-right-item,5-15
7,512,9-13-left-item,9-13
8,533,9-16-right-item,9-16
8,533,2-3-right-item,2-3
8,533,7-20-right-item,7-20
8,533,7-18-right-item,7-18
8,533,8-7-right-item,8-7
9,599,4-2-right-item,4-2
9,599,4-9-right-item,4-9
9,599,8-2-right-item,8-2
9,599,2-8-left-item,2-8
9,599,8-20-left-item,8-20
10,733,7-10-left-item,7-10
10,733,8-5-left-item,8-5
10,733,8-13-right-item,8-13
10,733,1-17-left-item,1-17
10,733,2-18-left-item,2-18
11,896,9-20-left-item,9-20
11,896,9-8-right-item,9-8
11,896,9-19-left-item,9-19
11,896,6-4-right-item,6-4
11,896,7-2-left-item,7-2
12,908,2-7-left-item,2-7
12,908,4-9-left-item,4-9
12,908,2-2-left-item,2-2
12,908,6-1-right-item,6-1
12,908,9-1-right-item,9-1
13,922,3-12-left-item,3-12
13,922,7-1-right-item,7-1
13,922,8-4-right-item,8-4
13,922,9-2-left-item,9-2
13,922,5-11-left-item,5-11
14,929,4-4-right-item,4-4
14,929,4-7-left-item,4-7
14,929,8-16-left-item,8-16
14,929,7-4-left-item,7-4
14,929,7-14-left-item,7-14
15,1008,5-12-left-item,5-12
15,1008,4-13-left-item,4-13
15,1008,3-16-left-item,3-16
15,1008,1-11-left-item,1-11
15,1008,6-2-left-item,6-2
16,1025,3-13-left-item,3-13
16,1025,6-19-right-item,6-19
16,1025,3-9-left-item,3-9
16,1025,9-19-right-item,9-19
16,1025,5-8-left-item,5-8
17,1132,9-14-left-item,9-14
17,1132,7-18-right-item,7-18
17,1132,7-12-right-item,7-12
17,1132,7-16-left-item,7-16
17,1132,8-10-left-item,8-10
18,1157,7-19-left-item,7-19
18,1157,7-1-right-item,7-1
18,1157,8-7-left-item,8-7
18,1157,8-1-right-item,8-1
18,1157,2-3-left-item,2-3
19,1180,5-1-right-item,5-1
19,1180,7-1-left-item,7-1
19,1180,8-18-right-item,8-18
19,1180,6-14-left-item,6-14
19,1180,5-12-left-item,5-12
20,1194,7-7-right-item,7-7
20,1194,9-12-left-item,9-12
20,1194,6-14-right-item,6-14
20,1194,2-16-left-item,2-16
20,1194,8-11-right-item,8-11
21,1336,3-7-left-item,3-7
21,1336,6-17-right-item,6-17
21,1336,8-13-right-item,8-13
21,1336,8-5-left-item,8-5
21,1336,4-15-left-item,4-15
22,1374,2-10-right-item,2-10
22,1374,7-4-left-item,7-4
22,1374,6-20-right-item,6-20
22,1374,5-15-right-item,5-15
22,1374,2-10-left-item,2-10
23,1457,1-2-left-item,1-2
23,1457,1-17-right-item,1-17
23,1457,9-7-right-item,9-7
23,1457,5-4-right-item,5-4
23,1457,7-2-right-item,7-2
24,1458,3-18-left-item,3-18
24,1458,1-4-right-item,1-4
24,1458,4-12-left-item,4-12
24,1458,1-16-right-item,1-16
24,1458,1-7-left-item,1-7
25,1506,2-7-left-item,2-7
25,1506,8-20-left-item,8-20
25,1506,4-7-right-item,4-7
25,1506,2-14-left-item,2-14
25,1506,4-19-left-item,4-19
26,1519,4-2-right-item,4-2
26,1519,9-20-right-item,9-20
26,1519,3-18-left-item,3-18
26,1519,8-8-left-item,8-8
26,1519,5-9-left-item,5-9
27,1555,3-10-right-item,3-10
27,1555,7-16-right-item,7-16
27,1555,7-10-right-item,7-10
27,1555,5-7-right-item,5-7
27,1555,1-13-left-item,1-13
28,1575,2-1-right-item,2-1
28,1575,3-6-right-item,3-6
28,1575,5-18-left-item,5-18
28,1575,7-1-right-item,7-1
28,1575,7-9-left-item,7-9
29,1594,7-1-right-item,7-1
29,1594,6-20-right-item,6-20
29,1594,1-10-left-item,1-10
29,1594,9-1-left-item,9-1
29,1594,1-17-right-item,1-17
30,1614,8-10-right-item,8-10
30,1614,7-10-right-item,7-10
30,1614,5-14-left-item,5-14
30,1614,3-16-left-item,3-16
30,1614,8-8-right-item,8-8
31,1687,3-17-left-item,3-17
31,1687,3-7-right-item,3-7
31,1687,2-14-right-item,2-14
31,1687,7-19-left-item,7-19
31,1687,7-9-right-item,7-9
32,1710,2-20-right-item,2-20
32,1710,2-14-left-item,2-14
32,1710,2-14-right-item,2-14
32,1710,4-1-right-item,4-1
32,1710,3-18-right-item,3-18
33,1731,5-3-right-item,5-3
33,1731,4-12-left-item,4-12
33,1731,1-8-left-item,1-8
33,1731,4-20-right-item,4-20
33,1731,9-11-right-item,9-11
34,1733,4-16-left-item,4-16
34,1733,5-5-left-item,5-5
34,1733,2-5-left-item,2-5
34,1733,5-18-right-item,5-18
34,1733,6-9-right-item,6-9
35,1810,1-13-left-item,1-13
35,1810,9-9-right-item,9-9
35,1810,9-9-left-item,9-9
