order_id,arrival_time,item_id,pick_point_id
1,12,5-15-right-item,5-15
1,12,6-3-left-item,6-3
1,12,8-2-right-item,8-2
1,12,4-20-left-item,4-20
1,12,8-14-right-item,8-14
2,36,9-9-right-item,9-9
2,36,4-3-right-item,4-3
2,36,8-14-right-item,8-14
2,36,2-2-right-item,2-2
2,36,1-9-right-item,1-9
3,38,8-15-right-item,8-15
3,38,8-4-left-item,8-4
3,38,1-3-left-item,1-3
3,38,6-16-right-item,6-16
3,38,2-7-left-item,2-7
4,75,4-6-right-item,4-6
4,75,2-12-left-item,2-12
4,75,2-10-right-item,2-10
4,75,5-4-right-item,5-4
4,75,4-10-left-item,4-10
5,114,6-7-left-item,6-7
5,114,8-6-left-item,8-6
5,114,1-5-left-item,1-5
5,114,3-1-left-item,3-1
5,114,8-6-right-item,8-6
6,163,1-6-left-item,1-6
6,163,2-12-left-item,2-12
6,163,7-12-left-item,7-12
6,163,8-1-right-item,8-1
6,163,2-18-right-item,2-18
7,186,9-6-left-item,9-6
7,186,7-18-right-item,7-18
7,186,3-17-left-item,3-17
7,186,7-14-right-item,7-14
7,186,7-10-right-item,7-10
8,190,7-2-right-item,7-2
8,190,4-10-left-item,4-10
8,190,7-6-left-item,7-6
8,190,1-20-left-item,1-20
8,190,9-17-right-item,9-17
9,194,1-6-right-item,1-6
9,194,9-15-left-item,9-15
9,194,4-12-right-item,4-12
9,194,5-11-left-item,5-11
9,194,5-10-left-item,5-10
10,211,7-19-right-item,7-19
10,211,8-4-left-item,8-4
10,211,5-12-left-item,5-12
10,211,3-7-right-item,3-7
10,211,9-1-left-item,9-1
11,211,7-11-right-item,7-11
11,211,6-15-right-item,6-15
11,211,7-9-right-item,7-9
11,211,1-16-right-item,1-16
11,211,1-3-right-item,1-3
12,240,9-12-right-item,9-12
12,240,8-19-right-item,8-19
12,240,1-17-left-item,1-17
12,240,5-20-right-item,5-20
12,240,8-13-left-item,8-13
13,262,5-2-left-item,5-2
13,262,1-16-right-item,1-16
13,262,1-2-left-item,1-2
13,262,7-14-right-item,7-14
13,262,2-18-left-item,2-18
14,270,9-20-right-item,9-20
14,270,3-10-left-item,3-10
14,270,7-19-right-item,7-19
14,270,3-19-right-item,3-19
14,270,6-20-left-item,6-20
15,289,4-10-left-item,4-10
15,289,8-6-left-item,8-6
15,289,4-2-left-item,4-2
15,289,4-12-left-item,4-12
15,289,9-7-right-item,9-7
16,310,7-11-right-item,7-11
16,310,2-9-right-item,2-9
16,310,6-6-right-item,6-6
16,310,6-19-right-item,6-19
16,310,9-9-right-item,9-9
17,311,5-20-left-item,5-20
17,311,1-8-right-item,1-8
17,311,1-9-left-item,1-9
17,311,7-11-left-item,7-11
17,311,7-1-right-item,7-1
18,327,2-7-right-item,2-7
18,327,3-18-left-item,3-18
18,327,4-13-left-item,4-13
18,327,2-13-left-item,2-13
18,327,5-9-right-item,5-9
19,390,1-5-right-item,1-5
19,390,5-15-left-item,5-15
19,390,2-7-left-item,2-7
19,390,1-11-left-item,1-11
19,390,8-11-right-item,8-11
20,397,5-19-right-item,5-19
20,397,1-3-right-item,1-3
20,397,8-3-right-item,8-3
20,397,2-20-right-item,2-20
20,397,5-13-left-item,5-13
21,405,5-1-right-item,5-1
21,405,1-19-right-item,1-19
21,405,5-12-left-item,5-12
21,405,9-8-right-item,9-8
21,405,4-13-right-item,4-13
22,407,3-3-right-item,3-3
22,407,5-8-right-item,5-8
22,407,6-10-right-item,6-10
22,407,6-1-left-item,6-1
22,407,8-18-right-item,8-18
23,408,5-1-right-item,5-1
23,408,3-5-left-item,3-5
23,408,2-18-right-item,2-18
23,408,8-13-right-item,8-13
23,408,9-18-right-item,9-18
24,462,2-11-right-item,2-11
24,462,3-2-left-item,3-2
24,462,2-19-left-item,2-19
24,462,2-18-left-item,2-18
24,462,2-9-left-item,2-9
25,471,5-15-right-item,5-15
25,471,3-13-right-item,3-13
25,471,6-5-right-item,6-5
25,471,9-3-left-item,9-3
25,471,9-7-left-item,9-7
26,489,3-1-left-item,3-1
26,489,6-4-right-item,6-4
26,489,7-12-right-item,7-12
26,489,8-1-right-item,8-1
26,489,8-7-left-item,8-7
27,489,1-1-left-item,1-1
27,489,6-5-left-item,6-5
27,489,3-18-left-item,3-18
27,489,2-2-left-item,2-2
27,489,9-15-left-item,9-15
28,490,1-6-left-item,1-6
28,490,8-7-right-item,8-7
28,490,6-19-right-item,6-19
28,490,3-17-left-item,3-17
28,490,9-10-right-item,9-10
29,491,4-5-right-item,4-5
29,491,3-2-right-item,3-2
29,491,8-8-right-item,8-8
29,491,1-9-right-item,1-9
29,491,2-15-right-item,2-15
30,498,6-16-left-item,6-16
30,498,3-10-right-item,3-10
30,498,8-11-left-item,8-11
30,498,6-14-left-item,6-14
30,498,7-20-left-item,7-20
31,505,2-12-left-item,2-12
31,505,8-10-left-item,8-10
31,505,9-5-right-item,9-5
31,505,3-20-left-item,3-20
31,505,1-12-right-item,1-12
32,523,4-4-right-item,4-4
32,523,1-15-right-item,1-15
32,523,8-9-right-item,8-9
32,523,6-15-left-item,6-15
32,523,5-9-right-item,5-9
33,531,7-18-right-item,7-18
33,531,9-5-left-item,9-5
33,531,1-1-left-item,1-1
33,531,4-12-left-item,4-12
33,531,4-3-right-item,4-3
34,576,2-9-left-item,2-9
34,576,3-2-left-item,3-2
34,576,1-15-left-item,1-15
34,576,3-20-right-item,3-20
34,576,2-19-left-item,2-19
35,665,1-18-right-item,1-18
35,665,9-12-right-item,9-12
35,665,3-5-right-item,3-5
35,665,2-13-left-item,2-13
35,665,1-4-right-item,1-4
36,712,9-12-left-item,9-12
36,712,9-11-right-item,9-11
36,712,2-7-left-item,2-7
36,712,2-20-left-item,2-20
36,712,9-5-left-item,9-5
37,718,8-13-right-item,8-13
37,718,7-7-right-item,7-7
37,718,1-13-left-item,1-13
37,718,2-9-left-item,2-9
37,718,2-2-right-item,2-2
38,767,3-18-left-item,3-18
38,767,1-12-right-item,1-12
38,767,7-16-right-item,7-16
38,767,6-17-right-item,6-17
38,767,7-14-left-item,7-14
39,767,9-6-right-item,9-6
39,767,6-3-left-item,6-3
39,767,5-14-right-item,5-14
39,767,3-20-left-item,3-20
39,767,7-18-right-item,7-18
40,782,3-16-left-item,3-16
40,782,8-11-left-item,8-11
40,782,2-11-left-item,2-11
40,782,2-20-right-item,2-20
40,782,9-17-left-item,9-17
41,823,5-13-left-item,5-13
41,823,5-4-left-item,5-4
41,823,6-14-right-item,6-14
41,823,8-2-right-item,8-2
41,823,8-16-right-item,8-16
42,850,2-10-right-item,2-10
42,850,5-8-left-item,5-8
42,850,4-1-right-item,4-1
42,850,9-1-right-item,9-1
42,850,1-19-right-item,1-19
43,909,1-16-left-item,1-16
43,909,7-9-right-item,7-9
43,909,6-16-left-item,6-16
43,909,3-19-right-item,3-19
43,909,1-12-right-item,1-12
44,922,6-18-left-item,6-18
44,922,9-9-left-item,9-9
44,922,9-11-right-item,9-11
44,922,6-1-right-item,6-1
44,922,5-14-right-item,5-14
45,947,9-7-left-item,9-7
45,947,6-10-right-item,6-10
45,947,2-16-right-item,2-16
45,947,6-1-right-item,6-1
45,947,1-15-right-item,1-15
46,963,1-15-left-item,1-15
46,963,4-11-left-item,4-11
46,963,8-6-right-item,8-6
46,963,7-10-left-item,7-10
46,963,7-1-right-item,7-1
47,995,2-19-left-item,2-19
47,995,3-8-left-item,3-8
47,995,7-18-left-item,7-18
47,995,5-2-right-item,5-2
47,995,9-6-right-item,9-6
48,1028,6-2-left-item,6-2
48,1028,4-13-right-item,4-13
48,1028,4-11-right-item,4-11
48,1028,8-6-right-item,8-6
48,1028,2-16-left-item,2-16
49,1040,4-4-right-item,4-4
49,1040,8-7-left-item,8-7
49,1040,6-12-left-item,6-12
49,1040,2-19-left-item,2-19
49,1040,8-15-right-item,8-15
50,1075,1-1-right-item,1-1
50,1075,4-18-left-item,4-18
50,1075,4-11-right-item,4-11
50,1075,9-15-left-item,9-15
50,1075,1-4-left-item,1-4
51,1101,2-4-right-item,2-4
51,1101,4-6-left-item,4-6
51,1101,2-19-left-item,2-19
51,1101,2-3-right-item,2-3
51,1101,6-2-left-item,6-2
52,1159,8-4-left-item,8-4
52,1159,7-6-left-item,7-6
52,1159,7-8-left-item,7-8
52,1159,1-15-right-item,1-15
52,1159,1-5-right-item,1-5
53,1203,3-17-left-item,3-17
53,1203,7-1-right-item,7-1
53,1203,8-16-left-item,8-16
53,1203,2-9-right-item,2-9
53,1203,5-16-right-item,5-16
54,1218,4-11-left-item,4-11
54,1218,5-11-left-item,5-11
54,1218,9-7-left-item,9-7
54,1218,7-16-right-item,7-16
54,1218,6-6-right-item,6-6
55,1223,8-6-left-item,8-6
55,1223,4-10-left-item,4-10
55,1223,2-1-left-item,2-1
55,1223,8-4-left-item,8-4
55,1223,4-19-left-item,4-19
56,1223,8-4-right-item,8-4
56,1223,9-9-right-item,9-9
56,1223,7-1-right-item,7-1
56,1223,2-16-right-item,2-16
56,1223,9-13-left-item,9-13
57,1232,5-20-left-item,5-20
57,1232,4-20-left-item,4-20
57,1232,5-12-right-item,5-12
57,1232,4-1-left-item,4-1
57,1232,3-6-left-item,3-6
58,1233,4-8-left-item,4-8
58,1233,5-2-right-item,5-2
58,1233,4-13-left-item,4-13
58,1233,3-20-right-item,3-20
58,1233,2-6-left-item,2-6
59,1236,5-20-left-item,5-20
59,1236,8-10-right-item,8-10
59,1236,3-4-right-item,3-4
59,1236,7-3-right-item,7-3
59,1236,8-6-left-item,8-6
60,1249,6-17-left-item,6-17
60,1249,1-2-left-item,1-2
60,1249,5-8-left-item,5-8
60,1249,9-18-right-item,9-18
60,1249,1-18-right-item,1-18
61,1261,1-17-left-item,1-17
61,1261,9-19-left-item,9-19
61,1261,8-9-left-item,8-9
61,1261,6-14-right-item,6-14
61,1261,4-12-right-item,4-12
62,1281,9-15-left-item,9-15
62,1281,3-13-right-item,3-13
62,1281,7-5-right-item,7-5
62,1281,3-10-left-item,3-10
62,1281,1-8-right-item,1-8
63,1414,2-13-left-item,2-13
63,1414,7-3-right-item,7-3
63,1414,6-8-left-item,6-8
63,1414,8-2-right-item,8-2
63,1414,4-20-right-item,4-20
64,1423,1-18-left-item,1-18
64,1423,8-15-left-item,8-15
64,1423,5-7-right-item,5-7
64,1423,3-3-right-item,3-3
64,1423,5-14-left-item,5-14
65,1436,4-18-right-item,4-18
65,1436,1-3-right-item,1-3
65,1436,5-18-left-item,5-18
65,1436,2-1-left-item,2-1
65,1436,6-1-left-item,6-1
66,1514,6-12-right-item,6-12
66,1514,8-10-right-item,8-10
66,1514,8-14-right-item,8-14
66,1514,1-13-left-item,1-13
66,1514,7-5-right-item,7-5
67,1519,5-20-right-item,5-20
67,1519,2-1-right-item,2-1
67,1519,2-14-right-item,2-14
67,1519,6-3-right-item,6-3
67,1519,7-9-right-item,7-9
68,1536,5-4-left-item,5-4
68,1536,1-13-left-item,1-13
68,1536,4-14-left-item,4-14
68,1536,2-3-left-item,2-3
68,1536,1-20-left-item,1-20
69,1537,2-4-left-item,2-4
69,1537,1-16-left-item,1-16
69,1537,2-19-right-item,2-19
69,1537,8-2-right-item,8-2
69,1537,5-2-left-item,5-2
70,1591,4-2-right-item,4-2
70,1591,5-13-left-item,5-13
70,1591,6-7-right-item,6-7
70,1591,4-4-left-item,4-4
70,1591,9-11-right-item,9-11
71,1652,7-1-left-item,7-1
71,1652,4-20-right-item,4-20
71,1652,7-8-left-item,7-8
71,1652,1-19-left-item,1-19
71,1652,5-4-right-item,5-4
72,1678,7-20-right-item,7-20
72,1678,7-9-left-item,7-9
72,1678,7-13-left-item,7-13
72,1678,5-16-left-item,5-16
72,1678,4-7-left-item,4-7
73,1685,1-1-left-item,1-1
73,1685,9-20-left-item,9-20
73,1685,3-4-left-item,3-4
73,1685,4-13-left-item,4-13
73,1685,6-19-left-item,6-19
74,1689,2-20-left-item,2-20
74,1689,9-13-right-item,9-13
74,1689,8-7-left-item,8-7
74,1689,9-19-right-item,9-19
74,1689,4-19-left-item,4-19
75,1704,3-9-left-item,3-9
75,1704,9-6-left-item,9-6
75,1704,2-19-left-item,2-19
75,1704,1-14-left-item,1-14
75,1704,2-14-left-item,2-14
76,1704,3-1-right-item,3-1
76,1704,5-3-left-item,5-3
76,1704,5-6-right-item,5-6
76,1704,8-13-right-item,8-13
76,1704,1-13-right-item,1-13
77,1709,3-4-left-item,3-4
77,1709,2-14-right-item,2-14
77,1709,2-4-left-item,2-4
77,1709,6-14-right-item,6-14
77,1709,7-1-left-item,7-1
78,1734,2-20-right-item,2-20
78,1734,4-17-left-item,4-17
78,1734,7-20-left-item,7-20
78,1734,3-4-right-item,3-4
78,1734,1-4-right-item,1-4
79,1768,5-6-left-item,5-6
79,1768,4-7-right-item,4-7
79,1768,5-11-right-item,5-11
79,1768,1-3-right-item,1-3
79,1768,2-5-right-item,2-5
80,1777,8-10-right-item,8-10
80,1777,3-7-left-item,3-7
80,1777,9-18-right-item,9-18
80,1777,3-2-left-item,3-2
80,1777,6-2-right-item,6-2
81,1777,1-17-right-item,1-17
81,1777,8-4-left-item,8-4
81,1777,2-18-left-item,2-18
81,1777,5-6-left-item,5-6
81,1777,4-2-right-item,4-2
82,1782,4-18-left-item,4-18
82,1782,9-7-left-item,9-7
82,1782,5-11-right-item,5-11
82,1782,4-2-left-item,4-2
82,1782,9-4-left-item,9-4
83,1806,8-10-left-item,8-10
83,1806,6-7-right-item,6-7
83,1806,6-18-right-item,6-18
83,1806,4-3-right-item,4-3
83,1806,8-7-left-item,8-7
84,1812,8-19-left-item,8-19
84,1812,7-10-left-item,7-10
84,1812,2-20-right-item,2-20
84,1812,9-7-right-item,9-7
84,1812,3-12-left-item,3-12
85,1812,4-16-right-item,4-16
85,1812,9-16-right-item,9-16
85,1812,5-16-left-item,5-16
85,1812,3-16-right-item,3-16
85,1812,2-10-left-item,2-10
86,1834,8-18-left-item,8-18
86,1834,5-11-left-item,5-11
86,1834,7-5-left-item,7-5
86,1834,7-4-left-item,7-4
86,1834,4-3-left-item,4-3
87,1903,7-8-left-item,7-8
87,1903,9-9-left-item,9-9
87,1903,1-12-right-item,1-12
87,1903,7-10-right-item,7-10
87,1903,9-3-left-item,9-3
88,1905,4-8-right-item,4-8
88,1905,2-3-right-item,2-3
88,1905,6-12-left-item,6-12
88,1905,7-14-right-item,7-14
88,1905,6-17-left-item,6-17
89,1979,1-7-left-item,1-7
89,1979,4-10-left-item,4-10
89,1979,9-12-left-item,9-12
89,1979,5-7-left-item,5-7
89,1979,9-7-left-item,9-7
90,1982,6-18-right-item,6-18
90,1982,4-3-right-item,4-3
90,1982,9-1-right-item,9-1
90,1982,2-18-left-item,2-18
90,1982,8-10-right-item,8-10
91,1985,1-1-left-item,1-1
91,1985,4-20-left-item,4-20
91,1985,8-14-left-item,8-14
91,1985,2-13-right-item,2-13
91,1985,5-6-left-item,5-6
92,2017,7-18-right-item,7-18
92,2017,3-3-right-item,3-3
92,2017,7-4-right-item,7-4
92,2017,1-2-right-item,1-2
92,2017,2-13-left-item,2-13
93,2020,2-4-right-item,2-4
93,2020,2-9-right-item,2-9
93,2020,1-1-right-item,1-1
93,2020,9-14-right-item,9-14
93,2020,7-9-left-item,7-9
94,2025,4-4-right-item,4-4
94,2025,1-18-right-item,1-18
94,2025,5-5-left-item,5-5
