order_id,arrival_time,item_id,pick_point_id
1,88,7-5-right-item,7-5
1,88,3-18-right-item,3-18
1,88,6-14-right-item,6-14
1,88,9-15-left-item,9-15
1,88,7-18-right-item,7-18
2,181,4-1-left-item,4-1
2,181,1-20-left-item,1-20
2,181,5-9-left-item,5-9
2,181,5-19-right-item,5-19
2,181,7-13-right-item,7-13
3,190,2-17-right-item,2-17
3,190,1-12-right-item,1-12
3,190,6-12-right-item,6-12
3,190,9-2-right-item,9-2
3,190,1-11-left-item,1-11
4,224,8-6-left-item,8-6
4,224,7-6-left-item,7-6
4,224,3-15-right-item,3-15
4,224,5-3-right-item,5-3
4,224,3-3-right-item,3-3
5,295,9-19-right-item,9-19
5,295,8-6-left-item,8-6
5,295,1-1-left-item,1-1
5,295,8-5-right-item,8-5
5,295,3-1-left-item,3-1
6,307,4-10-left-item,4-10
6,307,6-16-left-item,6-16
6,307,3-10-right-item,3-10
6,307,2-17-right-item,2-17
6,307,3-5-right-item,3-5
7,413,7-8-left-item,7-8
7,413,7-12-left-item,7-12
7,413,5-20-right-item,5-20
7,413,7-20-right-item,7-20
7,413,5-20-left-item,5-20
8,486,2-7-left-item,2-7
8,486,1-2-right-item,1-2
8,486,2-19-right-item,2-19
8,486,7-18-right-item,7-18
8,486,9-15-left-item,9-15
9,499,7-15-right-item,7-15
9,499,4-16-left-item,4-16
9,499,2-4-left-item,2-4
9,499,2-4-right-item,2-4
9,499,9-10-left-item,9-10
10,576,1-15-right-item,1-15
10,576,5-4-right-item,5-4
10,576,8-14-left-item,8-14
10,576,9-1-left-item,9-1
10,576,3-10-left-item,3-10
11,683,6-11-left-item,6-11
11,683,5-8-right-item,5-8
11,683,3-9-right-item,3-9
11,683,1-14-left-item,1-14
11,683,7-9-left-item,7-9
12,695,3-3-right-item,3-3
12,695,9-15-left-item,9-15
12,695,2-20-left-item,2-20
12,695,4-18-left-item,4-18
12,695,9-3-left-item,9-3
13,714,5-1-left-item,5-1
13,714,5-5-right-item,5-5
13,714,5-10-right-item,5-10
13,714,3-11-right-item,3-11
13,714,9-10-right-item,9-10
14,1046,6-4-right-item,6-4
14,1046,3-3-right-item,3-3
14,1046,7-20-right-item,7-20
14,1046,1-1-right-item,1-1
14,1046,6-2-left-item,6-2
15,1066,9-5-left-item,9-5
15,1066,9-10-left-item,9-10
15,1066,7-3-right-item,7-3
15,1066,5-4-left-item,5-4
15,1066,4-15-right-item,4-15
16,1127,1-18-left-item,1-18
16,1127,8-9-right-item,8-9
16,1127,8-20-left-item,8-20
16,1127,5-13-right-item,5-13
16,1127,8-16-left-item,8-16
17,1179,6-8-left-item,6-8
17,1179,2-8-right-item,2-8
17,1179,9-5-left-item,9-5
17,1179,8-16-left-item,8-16
17,1179,6-7-left-item,6-7
18,1292,6-10-right-item,6-10
18,1292,5-1-right-item,5-1
18,1292,6-16-left-item,6-16
18,1292,6-7-right-item,6-7
18,1292,6-15-right-item,6-15
19,1318,8-16-right-item,8-16
19,1318,7-16-right-item,7-16
19,1318,8-13-right-item,8-13
19,1318,5-8-right-item,5-8
19,1318,1-4-right-item,1-4
20,1333,5-9-right-item,5-9
20,1333,1-14-right-item,1-14
20,1333,4-13-right-item,4-13
20,1333,7-17-left-item,7-17
20,1333,7-15-right-item,7-15
21,1369,8-2-right-item,8-2
21,1369,7-6-right-item,7-6
21,1369,1-17-left-item,1-17
21,1369,2-6-right-item,2-6
21,1369,7-4-left-item,7-4
22,1469,7-6-left-item,7-6
22,1469,1-9-left-item,1-9
22,1469,1-1-right-item,1-1
22,1469,1-10-right-item,1-10
22,1469,5-9-right-item,5-9
23,1739,7-6-right-item,7-6
23,1739,4-13-left-item,4-13
23,1739,7-5-right-item,7-5
23,1739,8-16-left-item,8-16
23,1739,3-10-right-item,3-10
24,1843,1-12-right-item,1-12
24,1843,5-14-right-item,5-14
24,1843,7-3-left-item,7-3
24,1843,8-7-right-item,8-7
24,1843,6-4-right-item,6-4
25,1922,3-2-right-item,3-2
25,1922,9-2-right-item,9-2
25,1922,4-18-left-item,4-18
25,1922,4-2-right-item,4-2
25,1922,7-9-left-item,7-9
26,1938,9-17-right-item,9-17
26,1938,2-4-right-item,2-4
26,1938,9-17-left-item,9-17
26,1938,8-8-right-item,8-8
26,1938,4-20-left-item,4-20
27,1976,3-7-left-item,3-7
27,1976,7-17-left-item,7-17
27,1976,6-3-right-item,6-3
27,1976,7-13-left-item,7-13
27,1976,7-1-right-item,7-1
28,2036,1-9-left-item,1-9
28,2036,5-2-left-item,5-2
28,2036,4-15-left-item,4-15
28,2036,3-14-left-item,3-14
28,2036,9-3-right-item,9-3
29,2049,9-2-left-item,9-2
29,2049,2-12-right-item,2-12
29,2049,7-17-right-item,7-17
29,2049,4-15-left-item,4-15
29,2049,1-6-left-item,1-6
30,2058,4-20-right-item,4-20
30,2058,8-8-left-item,8-8
30,2058,3-8-left-item,3-8
30,2058,1-8-right-item,1-8
30,2058,7-5-left-item,7-5
31,2098,2-19-left-item,2-19
31,2098,2-12-left-item,2-12
31,2098,8-18-left-item,8-18
31,2098,2-16-left-item,2-16
31,2098,2-6-left-item,2-6
32,2135,9-7-left-item,9-7
32,2135,3-15-left-item,3-15
32,2135,4-20-left-item,4-20
32,2135,8-18-right-item,8-18
32,2135,8-3-left-item,8-3
33,2154,8-17-left-item,8-17
33,2154,5-16-left-item,5-16
33,2154,2-11-left-item,2-11
33,2154,7-14-right-item,7-14
33,2154,9-6-right-item,9-6
34,2179,2-10-left-item,2-10
34,2179,3-13-right-item,3-13
